Image_ID,Class
testframe0.jpg,1
testframe1.jpg,1
testframe2.jpg,1
testframe3.jpg,0
testframe4.jpg,1
testframe5.jpg,1
testframe6.jpg,1
testframe7.jpg,1
testframe8.jpg,1
testframe9.jpg,1
testframe10.jpg,1
testframe11.jpg,1
testframe12.jpg,1
testframe13.jpg,1
testframe14.jpg,0
testframe15.jpg,0
testframe16.jpg,0
testframe17.jpg,1
testframe18.jpg,1
testframe19.jpg,1
testframe20.jpg,1
testframe21.jpg,1
testframe22.jpg,1
testframe23.jpg,1
testframe24.jpg,1
testframe25.jpg,0
testframe26.jpg,0
testframe27.jpg,0
testframe28.jpg,0
testframe29.jpg,0
testframe30.jpg,1
testframe31.jpg,1
testframe32.jpg,1
testframe33.jpg,1
testframe34.jpg,1
testframe35.jpg,1
testframe36.jpg,0
testframe37.jpg,0
testframe38.jpg,1
testframe39.jpg,1
testframe40.jpg,1
testframe41.jpg,1
testframe42.jpg,1
testframe43.jpg,1
testframe44.jpg,1
testframe45.jpg,1
testframe46.jpg,1
testframe47.jpg,1
testframe48.jpg,1
testframe49.jpg,1
testframe50.jpg,1
testframe51.jpg,1
testframe52.jpg,1
testframe53.jpg,1
testframe54.jpg,0
testframe55.jpg,0
testframe56.jpg,1
testframe57.jpg,1
testframe58.jpg,1
testframe59.jpg,1
testframe60.jpg,1
testframe61.jpg,0
testframe62.jpg,0
testframe63.jpg,0
testframe64.jpg,0
testframe65.jpg,0
testframe66.jpg,0
testframe67.jpg,1
testframe68.jpg,1
testframe69.jpg,1
testframe70.jpg,0
testframe71.jpg,0
testframe72.jpg,0
testframe73.jpg,0
testframe74.jpg,0
testframe75.jpg,0
testframe76.jpg,0
testframe77.jpg,0
testframe78.jpg,0
testframe79.jpg,2
testframe80.jpg,2
testframe81.jpg,2
testframe82.jpg,2
testframe83.jpg,2
testframe84.jpg,2
testframe85.jpg,0
testframe86.jpg,0
testframe87.jpg,0
testframe88.jpg,0
testframe89.jpg,2
testframe90.jpg,2
testframe91.jpg,0
testframe92.jpg,0
testframe93.jpg,1
testframe94.jpg,0
testframe95.jpg,0
testframe96.jpg,1
testframe97.jpg,1
testframe98.jpg,0
testframe99.jpg,1
testframe100.jpg,1
testframe101.jpg,0
testframe102.jpg,0
testframe103.jpg,0
testframe104.jpg,0
testframe105.jpg,0
testframe106.jpg,1
testframe107.jpg,0
testframe108.jpg,0
testframe109.jpg,2
testframe110.jpg,0
testframe111.jpg,0
testframe112.jpg,0
testframe113.jpg,0
testframe114.jpg,1
testframe115.jpg,1
testframe116.jpg,0
testframe117.jpg,0
testframe118.jpg,0
testframe119.jpg,0
testframe120.jpg,1
testframe121.jpg,1
testframe122.jpg,0
testframe123.jpg,0
testframe124.jpg,0
testframe125.jpg,0
testframe126.jpg,0
testframe127.jpg,0
testframe128.jpg,0
testframe129.jpg,0
